期号,开奖日期,第1位结果,第2位结果,第3位结果,跨度,和值,杀码公式,杀码,杀码正确,杀码情况,形态,形态预测,形态预测正确,形态情况,十位,个位,和,独胆,独胆正确,独胆情况,直选中奖注数,直选中奖奖金,组3中奖注数,组3中奖奖金,组六中奖注数,组六中奖金额,总销售额,开奖公告
14145,2014-6-2,4,1,5,4,10,47476,7,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"3,979","1,000",0,320,"10,713",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334145
14144,2014-6-1,8,6,5,3,19,37026,7,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"4,025","1,000",0,320,"9,428",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334144
14143,2014-5-31,6,7,5,2,18,35981,5,FALSE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"2,843","1,000",0,320,"7,081",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334143
14142,2014-5-30,6,5,6,1,17,44451,4,TRUE,,组三,组六,FALSE,,5,1,6,6,TRUE,,"7,020","1,000","4,840",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334142
14141,2014-5-29,8,1,0,8,9,42031,2,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"4,932","1,000",0,320,"6,004",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334141
14140,2014-5-28,7,6,6,1,19,7491,4,TRUE,,组三,组六,FALSE,,9,1,10,0,FALSE,,"8,957","1,000","9,403",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334140
14139,2014-5-27,1,3,8,7,12,21186,1,FALSE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"4,932","1,000",0,320,"5,449",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334139
14138,2014-5-26,3,8,7,5,18,30591,0,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"8,032","1,000",0,320,"13,496",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334138
14137,2014-5-25,5,5,8,3,18,14641,4,TRUE,,组三,组六,FALSE,,4,1,5,5,TRUE,,"5,492","1,000","5,888",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334137
14136,2014-5-24,2,6,8,6,16,7821,8,FALSE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"5,823","1,000",0,320,"11,407",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334136
14135,2014-5-23,1,4,4,3,9,34716,4,FALSE,,组三,组六,FALSE,,1,6,7,7,FALSE,,"4,445","1,000","4,049",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334135
14134,2014-5-22,6,3,3,3,12,231,3,FALSE,,组三,组六,FALSE,,3,1,4,4,FALSE,,"6,202","1,000","5,477",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334134
14133,2014-5-21,0,0,6,6,6,19206,9,TRUE,,组三,组六,FALSE,,0,6,6,6,TRUE,,"5,073","1,000","4,431",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334133
14132,2014-5-20,3,5,1,4,9,32571,2,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"8,133","1,000",0,320,"11,312",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334132
14131,2014-5-19,5,9,4,5,18,671,7,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"4,960","1,000",0,320,"12,364",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334131
14130,2014-5-18,0,1,4,4,5,4741,7,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"2,188","1,000",0,320,"4,080",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334130
14129,2014-5-17,0,8,8,8,16,11726,1,TRUE,,组三,组六,FALSE,,2,6,8,8,TRUE,,"4,339","1,000","5,521",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334129
14128,2014-5-16,2,1,5,4,8,12386,2,FALSE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"3,822","1,000",0,320,"9,417",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334128
14127,2014-5-15,2,2,7,5,11,46541,6,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"10,108","1,000","12,524",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334127
14126,2014-5-14,8,4,8,4,20,7986,9,TRUE,,组三,组六,FALSE,,8,6,14,4,TRUE,,"4,068","1,000","6,774",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334126
14125,2014-5-13,1,4,7,6,12,21626,1,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"7,474","1,000",0,320,"11,293",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334125
14124,2014-5-12,3,9,5,6,17,45606,5,FALSE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"6,396","1,000",0,320,"9,938",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334124
14123,2014-5-11,8,3,1,7,12,11066,1,FALSE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"8,618","1,000",0,320,"12,341",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334123
14122,2014-5-10,2,0,3,3,5,31801,1,TRUE,,组六,组六,TRUE,,0,1,1,1,FALSE,,"3,083","1,000",0,320,"6,392",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334122
14121,2014-5-9,5,8,0,8,13,13321,3,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"7,142","1,000",0,320,"7,496",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334121
14120,2014-5-8,2,4,4,2,10,49621,9,TRUE,,组三,组六,FALSE,,2,1,3,3,FALSE,,"4,560","1,000","13,567",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334120
14119,2014-5-7,9,0,4,9,13,10571,0,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"2,038","1,000",0,320,"4,443",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334119
14118,2014-5-6,1,9,4,8,14,49126,9,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"3,399","1,000",0,320,"9,681",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334118
14117,2014-5-5,8,9,5,4,22,49731,9,FALSE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"3,699","1,000",0,320,"8,122",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334117
14116,2014-5-4,9,0,6,9,15,8976,9,FALSE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"6,249","1,000",0,320,"11,684",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334116
14115,2014-5-3,1,6,5,5,12,11671,1,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"4,939","1,000",0,320,"10,176",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334115
14114,2014-5-2,2,1,4,3,7,41591,1,FALSE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"4,808","1,000",0,320,"9,641",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334114
14113,2014-5-1,7,5,8,3,20,616,1,TRUE,,组六,组六,TRUE,,1,6,7,7,TRUE,,"4,894","1,000",0,320,"7,842",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334113
14112,2014-4-30,0,1,3,3,4,49676,9,TRUE,,组六,组六,TRUE,,7,6,13,3,TRUE,,"3,689","1,000",0,320,"5,208",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334112
14111,2014-4-29,9,0,5,9,14,26026,6,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"4,435","1,000",0,320,"8,370",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334111
14110,2014-4-28,4,7,5,3,16,35761,5,FALSE,,组六,组六,TRUE,,6,1,7,7,TRUE,,"12,510","1,000",0,320,"20,265",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334110
14109,2014-4-27,6,5,2,4,13,9141,1,TRUE,,组六,组六,TRUE,,4,1,5,5,TRUE,,"4,749","1,000",0,320,"9,264",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334109
14108,2014-4-26,1,6,8,7,15,35046,5,TRUE,,组六,组六,TRUE,,4,6,10,0,FALSE,,"17,014","1,000",0,320,"14,570",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334108
14107,2014-4-25,6,3,9,6,18,4411,4,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"7,083","1,000",0,320,"16,183",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334107
14106,2014-4-24,0,8,2,8,10,26851,6,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"3,302","1,000",0,320,"6,741",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334106
14105,2014-4-23,4,9,0,9,13,31581,1,TRUE,,组六,组六,TRUE,,8,1,9,9,TRUE,,"4,266","1,000",0,320,"8,464",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334105
14104,2014-4-22,5,7,6,2,18,45661,5,FALSE,,组六,组六,TRUE,,6,1,7,7,TRUE,,"9,079","1,000",0,320,"10,860",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334104
14103,2014-4-21,8,3,2,6,13,41151,1,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"8,275","1,000",0,320,"17,190",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334103
14102,2014-4-20,7,5,0,7,12,5896,8,TRUE,,组六,组六,TRUE,,9,6,15,5,TRUE,,"8,254","1,000",0,320,"8,758",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334102
14101,2014-4-19,1,0,9,9,10,14696,4,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"3,772","1,000",0,320,"8,647",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334101
14100,2014-4-18,2,6,9,7,17,25421,5,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"4,801","1,000",0,320,"16,199",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334100
14099,2014-4-17,4,6,4,2,14,7546,5,TRUE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"6,378","1,000","6,967",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334099
14098,2014-4-16,1,3,9,8,13,42471,2,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"11,451","1,000",0,320,"12,250",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334098
14097,2014-4-15,7,7,4,3,18,11781,1,TRUE,,组三,组六,FALSE,,8,1,9,9,FALSE,,"3,616","1,000","3,866",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334097
14096,2014-4-14,2,1,6,5,9,42526,2,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"6,478","1,000",0,320,"8,858",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334096
14095,2014-4-13,7,7,5,2,19,10296,0,TRUE,,组三,组六,FALSE,,9,6,15,5,TRUE,,"4,895","1,000","7,211",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334095
14094,2014-4-12,1,8,9,8,18,10681,0,TRUE,,组六,组六,TRUE,,8,1,9,9,TRUE,,"4,549","1,000",0,320,"7,131",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334094
14093,2014-4-11,1,9,6,8,16,27841,7,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"4,381","1,000",0,320,"15,106",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334093
14092,2014-4-10,5,0,8,8,13,27181,7,TRUE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"6,066","1,000",0,320,"9,974",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334092
14091,2014-4-9,4,9,6,5,19,45991,5,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"5,816","1,000",0,320,"9,196",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334091
14090,2014-4-8,8,3,8,5,19,36201,6,TRUE,,组三,组六,FALSE,,0,1,1,1,FALSE,,"6,145","1,000","5,416",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334090
14089,2014-4-7,6,6,0,6,12,31306,1,TRUE,,组三,组六,FALSE,,0,6,6,6,TRUE,,"8,016","1,000","6,466",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334089
14088,2014-4-6,5,7,1,6,13,46321,6,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"7,840","1,000",0,320,"10,404",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334088
14087,2014-4-5,8,4,4,4,16,43626,3,TRUE,,组三,组六,FALSE,,2,6,8,8,TRUE,,"7,818","1,000","12,629",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334087
14086,2014-4-4,7,9,5,4,21,13266,3,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"5,694","1,000",0,320,"9,154",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334086
14085,2014-4-3,2,4,3,2,9,54186,4,FALSE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"2,536","1,000",0,320,"3,844",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334085
14084,2014-4-2,9,8,7,2,24,5016,0,TRUE,,组六,组六,TRUE,,1,6,7,7,TRUE,,"5,206","1,000",0,320,"8,156",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334084
14083,2014-4-1,0,9,3,9,12,17721,7,TRUE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"4,317","1,000",0,320,"7,183",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334083
14082,2014-3-31,3,2,4,2,9,11231,1,TRUE,,组六,组六,TRUE,,3,1,4,4,TRUE,,"6,879","1,000",0,320,"11,711",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334082
14081,2014-3-30,2,0,6,6,8,32186,2,FALSE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"4,409","1,000",0,320,"6,313",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334081
14080,2014-3-29,5,8,7,3,20,43571,3,TRUE,,组六,组六,TRUE,,7,1,8,8,TRUE,,"7,265","1,000",0,320,"9,758",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334080
14079,2014-3-28,7,9,4,5,20,25586,5,TRUE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"4,767","1,000",0,320,"7,930",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334079
14078,2014-3-27,4,6,7,3,17,40986,0,TRUE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"5,184","1,000",0,320,"10,254",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334078
14077,2014-3-26,7,4,7,3,18,20911,0,TRUE,,组三,组六,FALSE,,1,1,2,2,FALSE,,"5,465","1,000","4,709",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334077
14076,2014-3-25,3,8,2,6,13,22671,2,FALSE,,组六,组六,TRUE,,7,1,8,8,TRUE,,"6,017","1,000",0,320,"17,385",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334076
14075,2014-3-24,4,1,4,3,9,27401,7,TRUE,,组三,组六,FALSE,,0,1,1,1,TRUE,,"3,755","1,000","4,040",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334075
14074,2014-3-23,5,0,0,5,5,2211,2,TRUE,,组三,组六,FALSE,,1,1,2,2,FALSE,,"4,605","1,000","3,289",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334074
14073,2014-3-22,0,4,2,4,6,26741,6,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"2,241","1,000",0,320,"7,885",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334073
14072,2014-3-21,4,8,8,4,20,15961,5,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"6,099","1,000","5,028",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334072
14071,2014-3-20,2,9,2,7,13,6446,4,TRUE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"7,281","1,000","5,594",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334071
14070,2014-3-19,1,1,9,8,11,3421,4,TRUE,,组三,组六,FALSE,,2,1,3,3,FALSE,,"6,857","1,000","7,046",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334070
14069,2014-3-18,0,6,4,6,10,5511,5,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"5,816","1,000",0,320,"13,473",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334069
14068,2014-3-17,1,0,2,2,3,17391,7,TRUE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"5,025","1,000",0,320,"5,210",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334068
14067,2014-3-16,3,1,8,7,12,66,6,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"5,081","1,000",0,320,"10,937",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334067
14066,2014-3-15,0,0,3,3,3,15851,5,TRUE,,组三,组六,FALSE,,5,1,6,6,FALSE,,"4,925","1,000","4,371",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334066
14065,2014-3-14,2,9,0,9,11,11891,1,TRUE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"4,203","1,000",0,320,"7,544",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334065
14064,2014-3-13,2,1,8,7,11,26191,6,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"2,522","1,000",0,320,"6,127",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334064
14063,2014-3-12,4,7,8,4,19,20911,0,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"9,325","1,000",0,320,"15,679",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334063
14062,2014-3-11,3,8,2,6,13,12276,2,FALSE,,组六,组六,TRUE,,7,6,13,3,TRUE,,"4,826","1,000",0,320,"10,789",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334062
14061,2014-3-10,2,2,5,3,9,51161,1,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"4,268","1,000","4,402",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334061
14060,2014-3-9,9,3,2,7,14,23496,3,FALSE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"2,838","1,000",0,320,"5,888",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334060
14059,2014-3-8,4,2,9,7,15,17611,7,TRUE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"5,231","1,000",0,320,"9,384",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334059
14058,2014-3-7,3,2,2,1,7,27456,7,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"6,937","1,000","7,428",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334058
14057,2014-3-6,5,0,1,5,6,37191,7,TRUE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"2,166","1,000",0,320,"4,997",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334057
14056,2014-3-5,6,7,8,2,21,44286,4,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"14,245","1,000",0,320,"12,363",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334056
14055,2014-3-4,8,0,7,8,15,39776,9,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"6,266","1,000",0,320,"8,427",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334055
14054,2014-3-3,7,2,5,5,14,44561,4,TRUE,,组六,组六,TRUE,,6,1,7,7,TRUE,,"4,067","1,000",0,320,"8,621",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334054
14053,2014-3-2,8,1,2,7,11,1661,6,TRUE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"5,308","1,000",0,320,"12,311",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334053
14052,2014-3-1,0,3,2,3,5,29381,9,TRUE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"2,891","1,000",0,320,"6,530",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334052
14051,2014-2-28,5,3,6,3,14,23221,3,FALSE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"10,804","1,000",0,320,"22,424",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334051
14050,2014-2-27,4,2,4,2,10,49841,9,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"5,244","1,000","5,837",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334050
14049,2014-2-26,9,0,8,9,17,47256,7,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"11,081","1,000",0,320,"10,202",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334049
14048,2014-2-25,8,6,1,7,15,49291,9,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"4,158","1,000",0,320,"10,123",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334048
14047,2014-2-24,8,9,8,1,25,32021,2,TRUE,,组三,组六,FALSE,,2,1,3,3,FALSE,,"10,757","1,000","7,949",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334047
14046,2014-2-23,5,8,4,4,17,40986,0,TRUE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"4,414","1,000",0,320,"10,897",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334046
14045,2014-2-22,7,4,7,3,18,19371,9,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"6,742","1,000","6,871",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334045
14044,2014-2-21,3,5,4,2,12,27456,7,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"3,901","1,000",0,320,"8,538",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334044
14043,2014-2-20,5,0,1,5,6,19866,9,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"2,783","1,000",0,320,"4,832",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334043
14042,2014-2-19,3,6,3,3,12,39776,9,TRUE,,组三,组六,FALSE,,7,6,13,3,TRUE,,"7,590","1,000","8,993",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334042
14041,2014-2-18,7,2,5,5,14,49456,9,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"4,933","1,000",0,320,"9,795",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334041
14040,2014-2-17,9,0,1,9,10,50611,0,FALSE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"2,860","1,000",0,320,"7,550",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334040
14039,2014-2-16,9,2,2,7,13,15906,5,TRUE,,组三,组六,FALSE,,0,6,6,6,FALSE,,"4,848","1,000","5,826",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334039
14038,2014-2-15,2,9,1,8,12,10076,0,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"4,314","1,000",0,320,"7,260",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334038
14037,2014-2-14,1,8,5,7,14,5621,6,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"3,320","1,000",0,320,"5,342",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334037
14036,2014-2-13,1,0,4,4,5,25586,5,TRUE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"3,898","1,000",0,320,"4,851",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334036
14035,2014-2-12,4,6,7,3,17,28391,8,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"11,650","1,000",0,320,"26,293",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334035
14034,2014-2-11,5,1,8,7,14,52096,2,TRUE,,组六,组六,TRUE,,9,6,15,5,TRUE,,"20,048","1,000",0,320,"12,407",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334034
14033,2014-2-10,9,4,9,5,22,14531,4,FALSE,,组三,组六,FALSE,,3,1,4,4,TRUE,,"4,638","1,000","4,021",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334033
14032,2014-2-9,2,6,6,4,14,48906,8,TRUE,,组三,组六,FALSE,,0,6,6,6,TRUE,,"7,503","1,000","5,517",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334032
14031,2014-2-8,8,9,1,8,18,22176,2,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"7,736","1,000",0,320,"12,367",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334031
14030,2014-2-7,4,0,5,5,9,33176,3,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"2,678","1,000",0,320,"4,705",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334030
14029,2014-1-29,6,0,5,6,11,24101,4,TRUE,,组六,组六,TRUE,,0,1,1,1,FALSE,,"5,292","1,000",0,320,"7,515",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334029
14028,2014-1-28,4,4,0,4,8,39886,9,TRUE,,组三,组六,FALSE,,8,6,14,4,TRUE,,"6,272","1,000","4,914",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334028
14027,2014-1-27,7,2,7,5,16,5786,7,FALSE,,组三,组六,FALSE,,8,6,14,4,FALSE,,"6,443","1,000","6,510",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334027
14026,2014-1-26,1,0,7,7,8,11286,1,FALSE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"2,140","1,000",0,320,"3,459",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334026
14025,2014-1-25,2,0,7,7,9,12221,2,FALSE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"3,261","1,000",0,320,"5,618",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334025
14024,2014-1-24,2,2,4,2,8,35596,5,TRUE,,组三,组六,FALSE,,9,6,15,5,FALSE,,"7,537","1,000","8,137",320,0,160,--,https://www.lottery.gov.cn/kj/kjxq.html?334024
14023,2014-1-23,6,4,9,5,19,33066,3,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"4,400","1,000",0,320,"9,409",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334023
14022,2014-1-22,6,0,3,6,9,19371,9,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"8,652","1,000",0,320,"7,540",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334022
14021,2014-1-21,3,5,4,2,12,9911,9,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"12,267","1,000",0,320,"12,673",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334021
14020,2014-1-20,1,8,2,7,11,23551,3,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"3,792","1,000",0,320,"8,125",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334020
14019,2014-1-19,4,3,0,4,7,1056,0,FALSE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"3,457","1,000",0,320,"6,692",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334019
14018,2014-1-18,0,2,1,2,3,3806,8,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"1,966","1,000",0,320,"5,101",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334018
14017,2014-1-17,0,7,1,7,8,53911,3,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"4,076","1,000",0,320,"7,131",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334017
14016,2014-1-16,9,8,2,7,19,9526,5,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"4,808","1,000",0,320,"16,507",160,--,https://www.lottery.gov.cn/kj/kjxq.html?334016
